time,height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,nominal_com_y,nominal_com_z,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
58.27,0.5,0,0.0193738,0,0.0193738,9.33729e-06,0.0616987,2.61968e-08,0.0617867,0.0617867,-8.80414e-05,-0.0253744,0.410154,3.62486e-05,3.62544e-05,0,0,0.0193689,1.00866e-05,0,1,0,1,0,0,0,9.287,0.101633,0.101633,-0.0508165
58.274,0.5,0,0.0193739,0,0.0193739,9.33029e-06,0.0616987,2.6389e-08,0.0617867,0.0617867,-8.80412e-05,-0.0253744,0.410154,3.62485e-05,3.62543e-05,0,0,0.0193689,1.00791e-05,0,1,0,1,0,0,0,9.282,0.101633,0.101633,-0.0508165
58.279,0.5,0,0.0193739,0,0.0193739,9.32328e-06,0.0616987,2.6389e-08,0.0617867,0.0617867,-8.80412e-05,-0.0253744,0.410154,3.62485e-05,3.62543e-05,0,0,0.019369,1.00715e-05,0,1,0,1,0,0,0,9.277,0.101633,0.101633,-0.0508165
58.284,0.5,0,0.0193739,0,0.0193739,9.31628e-06,0.0616987,2.65804e-08,0.0617867,0.0617867,-8.80409e-05,-0.0253744,0.410154,3.62484e-05,3.62542e-05,0,0,0.019369,1.0064e-05,0,1,0,1,0,0,0,9.272,0.101633,0.101633,-0.0508165
58.289,0.5,0,0.019374,0,0.019374,9.30928e-06,0.0616987,2.65804e-08,0.0617867,0.0617867,-8.80409e-05,-0.0253744,0.410154,3.62484e-05,3.62542e-05,0,0,0.0193691,1.00565e-05,0,1,0,1,0,0,0,9.267,0.101633,0.101633,-0.0508165
58.294,0.5,0,0.019374,0,0.019374,9.3023e-06,0.0616987,2.66877e-08,0.0617867,0.0617867,-8.80406e-05,-0.0253744,0.410154,3.62483e-05,3.62541e-05,0,0,0.0193691,1.0049e-05,0,1,0,1,0,0,0,9.262,0.101633,0.101633,-0.0508165
58.299,0.5,0,0.0193741,0,0.0193741,9.29533e-06,0.0616987,2.66877e-08,0.0617867,0.0617867,-8.80406e-05,-0.0253744,0.410154,3.62483e-05,3.6254e-05,0,0,0.0193692,1.00415e-05,0,1,0,1,0,0,0,9.257,0.101633,0.101633,-0.0508165
58.304,0.5,0,0.0193741,0,0.0193741,9.28838e-06,0.0616987,2.66598e-08,0.0617867,0.0617867,-8.80403e-05,-0.0253744,0.410154,3.62481e-05,3.6254e-05,0,0,0.0193692,1.0034e-05,0,1,0,1,0,0,0,9.252,0.101633,0.101633,-0.0508165
58.309,0.5,0,0.0193742,0,0.0193742,9.28143e-06,0.0616987,2.66598e-08,0.0617867,0.0617867,-8.80403e-05,-0.0253744,0.410154,3.62481e-05,3.62539e-05,0,0,0.0193693,1.00265e-05,0,1,0,1,0,0,0,9.247,0.101633,0.101633,-0.0508164
58.314,0.5,0,0.0193742,0,0.0193742,9.27451e-06,0.0616987,2.64952e-08,0.0617867,0.0617867,-8.80401e-05,-0.0253744,0.410154,3.6248e-05,3.62539e-05,0,0,0.0193693,1.0019e-05,0,1,0,1,0,0,0,9.242,0.101633,0.101633,-0.0508164
58.318,0.5,0,0.0193743,0,0.0193743,9.2676e-06,0.0616987,2.64952e-08,0.0617867,0.0617867,-8.80401e-05,-0.0253744,0.410154,3.6248e-05,3.62538e-05,0,0,0.0193694,1.00131e-05,0,1,0,1,0,0,0,9.238,0.101633,0.101633,-0.0508164
58.323,0.5,0,0.0193743,0,0.0193743,9.2607e-06,0.0616987,2.6242e-08,0.0617867,0.0617867,-8.80398e-05,-0.0253744,0.410154,3.62479e-05,3.62538e-05,0,0,0.0193694,1.00056e-05,0,1,0,1,0,0,0,9.233,0.101633,0.101633,-0.0508164
58.328,0.5,0,0.0193744,0,0.0193744,9.2538e-06,0.0616987,2.6242e-08,0.0617867,0.0617867,-8.80398e-05,-0.0253744,0.410154,3.62479e-05,3.62537e-05,0,0,0.0193695,9.99809e-06,0,1,0,1,0,0,0,9.228,0.101633,0.101633,-0.0508164
58.333,0.5,0,0.0193744,0,0.0193744,9.24692e-06,0.0616987,2.5979e-08,0.0617867,0.0617867,-8.80396e-05,-0.0253744,0.410154,3.62478e-05,3.62536e-05,0,0,0.0193695,9.99062e-06,0,1,0,1,0,0,0,9.223,0.101633,0.101633,-0.0508164
58.338,0.5,0,0.0193744,0,0.0193744,9.24003e-06,0.0616987,2.5979e-08,0.0617867,0.0617867,-8.80396e-05,-0.0253744,0.410154,3.62478e-05,3.62536e-05,0,0,0.0193696,9.98315e-06,0,1,0,1,0,0,0,9.218,0.101633,0.101633,-0.0508164
58.343,0.5,0,0.0193745,0,0.0193745,9.23315e-06,0.0616987,2.57868e-08,0.0617867,0.0617867,-8.80393e-05,-0.0253744,0.410154,3.62477e-05,3.62535e-05,0,0,0.0193696,9.97568e-06,0,1,0,1,0,0,0,9.213,0.101633,0.101633,-0.0508164
58.348,0.5,0,0.0193745,0,0.0193745,9.22626e-06,0.0616987,2.57868e-08,0.0617867,0.0617867,-8.80393e-05,-0.0253744,0.410154,3.62477e-05,3.62535e-05,0,0,0.0193697,9.96823e-06,0,1,0,1,0,0,0,9.208,0.101633,0.101633,-0.0508163
58.353,0.5,0,0.0193746,0,0.0193746,9.21938e-06,0.0616987,2.57189e-08,0.0617867,0.0617867,-8.80391e-05,-0.0253744,0.410154,3.62476e-05,3.62534e-05,0,0,0.0193697,9.96078e-06,0,1,0,1,0,0,0,9.203,0.101633,0.101633,-0.0508163
58.358,0.5,0,0.0193746,0,0.0193746,9.21248e-06,0.0616987,2.57189e-08,0.0617867,0.0617867,-8.80391e-05,-0.0253744,0.410154,3.62476e-05,3.62533e-05,0,0,0.0193697,9.95333e-06,0,1,0,1,0,0,0,9.198,0.101633,0.101633,-0.0508163
58.363,0.5,0,0.0193747,0,0.0193747,9.20559e-06,0.0616987,2.57826e-08,0.0617867,0.0617867,-8.80388e-05,-0.0253744,0.410154,3.62475e-05,3.62533e-05,0,0,0.0193698,9.94589e-06,0,1,0,1,0,0,0,9.193,0.101633,0.101633,-0.0508163
58.367,0.5,0,0.0193747,0,0.0193747,9.19869e-06,0.0616987,2.57826e-08,0.0617867,0.0617867,-8.80388e-05,-0.0253744,0.410154,3.62475e-05,3.62532e-05,0,0,0.0193698,9.93994e-06,0,1,0,1,0,0,0,9.189,0.101633,0.101633,-0.0508163
58.372,0.5,0,0.0193748,0,0.0193748,9.19179e-06,0.0616987,2.59378e-08,0.0617867,0.0617867,-8.80385e-05,-0.0253744,0.410154,3.62474e-05,3.62532e-05,0,0,0.0193699,9.93249e-06,0,1,0,1,0,0,0,9.184,0.101633,0.101633,-0.0508163
58.377,0.5,0,0.0193748,0,0.0193748,9.18489e-06,0.0616987,2.59378e-08,0.0617867,0.0617867,-8.80385e-05,-0.0253744,0.410154,3.62474e-05,3.62531e-05,0,0,0.0193699,9.92505e-06,0,1,0,1,0,0,0,9.179,0.101633,0.101633,-0.0508163
58.382,0.5,0,0.0193749,0,0.0193749,9.178e-06,0.0616987,2.61121e-08,0.0617867,0.0617867,-8.80383e-05,-0.0253744,0.410154,3.62473e-05,3.62531e-05,0,0,0.01937,9.91762e-06,0,1,0,1,0,0,0,9.174,0.101633,0.101633,-0.0508163
58.387,0.5,0,0.0193749,0,0.0193749,9.17111e-06,0.0616987,2.61121e-08,0.0617867,0.0617867,-8.80383e-05,-0.0253744,0.410154,3.62473e-05,3.6253e-05,0,0,0.01937,9.91019e-06,0,1,0,1,0,0,0,9.169,0.101633,0.101633,-0.0508163
58.392,0.5,0,0.0193749,0,0.0193749,9.16423e-06,0.0616987,2.62279e-08,0.0617867,0.0617867,-8.8038e-05,-0.0253744,0.410154,3.62472e-05,3.6253e-05,0,0,0.0193701,9.90277e-06,0,1,0,1,0,0,0,9.164,0.101633,0.101633,-0.0508163
58.397,0.5,0,0.019375,0,0.019375,9.15736e-06,0.0616987,2.62279e-08,0.0617867,0.0617867,-8.8038e-05,-0.0253744,0.410154,3.62472e-05,3.62529e-05,0,0,0.0193701,9.89535e-06,0,1,0,1,0,0,0,9.159,0.101633,0.101633,-0.0508163
58.402,0.5,0,0.019375,0,0.019375,9.15051e-06,0.0616987,2.62302e-08,0.0617867,0.0617867,-8.80377e-05,-0.0253744,0.410154,3.62471e-05,3.62528e-05,0,0,0.0193702,9.88794e-06,0,1,0,1,0,0,0,9.154,0.101633,0.101633,-0.0508163
58.407,0.5,0,0.0193751,0,0.0193751,9.14367e-06,0.0616987,2.62302e-08,0.0617867,0.0617867,-8.80377e-05,-0.0253744,0.410154,3.62471e-05,3.62528e-05,0,0,0.0193702,9.88054e-06,0,1,0,1,0,0,0,9.149,0.101633,0.101633,-0.0508163
58.412,0.5,0,0.0193751,0,0.0193751,9.13684e-06,0.0616987,2.61062e-08,0.0617867,0.0617867,-8.80375e-05,-0.0253744,0.410154,3.6247e-05,3.62527e-05,0,0,0.0193703,9.87314e-06,0,1,0,1,0,0,0,9.144,0.101633,0.101633,-0.0508163
58.416,0.5,0,0.0193752,0,0.0193752,9.13002e-06,0.0616987,2.61062e-08,0.0617867,0.0617867,-8.80375e-05,-0.0253744,0.410154,3.6247e-05,3.62527e-05,0,0,0.0193703,9.86722e-06,0,1,0,1,0,0,0,9.14,0.101632,0.101632,-0.0508162
58.421,0.5,0,0.0193752,0,0.0193752,9.12322e-06,0.0616987,2.58891e-08,0.0617867,0.0617867,-8.80372e-05,-0.0253744,0.410154,3.62469e-05,3.62526e-05,0,0,0.0193704,9.85981e-06,0,1,0,1,0,0,0,9.135,0.101632,0.101632,-0.0508162
58.426,0.5,0,0.0193753,0,0.0193753,9.11643e-06,0.0616987,2.58891e-08,0.0617867,0.0617867,-8.80372e-05,-0.0253744,0.410154,3.62469e-05,3.62526e-05,0,0,0.0193704,9.85242e-06,0,1,0,1,0,0,0,9.13,0.101632,0.101632,-0.0508162
58.431,0.5,0,0.0193753,0,0.0193753,9.10964e-06,0.0616987,2.56448e-08,0.0617867,0.0617867,-8.8037e-05,-0.0253744,0.410154,3.62468e-05,3.62525e-05,0,0,0.0193705,9.84503e-06,0,1,0,1,0,0,0,9.125,0.101632,0.101632,-0.0508162
58.436,0.5,0,0.0193754,0,0.0193754,9.10286e-06,0.0616987,2.56448e-08,0.0617867,0.0617867,-8.8037e-05,-0.0253744,0.410154,3.62468e-05,3.62524e-05,0,0,0.0193705,9.83764e-06,0,1,0,1,0,0,0,9.12,0.101632,0.101632,-0.0508162
58.441,0.5,0,0.0193754,0,0.0193754,9.09608e-06,0.0616987,2.54475e-08,0.0617867,0.0617867,-8.80367e-05,-0.0253744,0.410154,3.62467e-05,3.62524e-05,0,0,0.0193706,9.83026e-06,0,1,0,1,0,0,0,9.115,0.101632,0.101632,-0.0508162
58.446,0.5,0,0.0193754,0,0.0193754,9.0893e-06,0.0616987,2.54475e-08,0.0617867,0.0617867,-8.80367e-05,-0.0253744,0.410154,3.62467e-05,3.62523e-05,0,0,0.0193706,9.82289e-06,0,1,0,1,0,0,0,9.11,0.101632,0.101632,-0.0508162
58.451,0.5,0,0.0193755,0,0.0193755,9.08252e-06,0.0616987,2.53531e-08,0.0617867,0.0617867,-8.80365e-05,-0.0253744,0.410154,3.62466e-05,3.62523e-05,0,0,0.0193707,9.81552e-06,0,1,0,1,0,0,0,9.105,0.101632,0.101632,-0.0508162
58.456,0.5,0,0.0193755,0,0.0193755,9.07573e-06,0.0616987,2.53531e-08,0.0617867,0.0617867,-8.80365e-05,-0.0253744,0.410154,3.62466e-05,3.62522e-05,0,0,0.0193707,9.80816e-06,0,1,0,1,0,0,0,9.1,0.101632,0.101632,-0.0508161
58.461,0.5,0,0.0193756,0,0.0193756,9.06895e-06,0.0616987,2.53791e-08,0.0617867,0.0617867,-8.80362e-05,-0.0253744,0.410154,3.62464e-05,3.62522e-05,0,0,0.0193708,9.80081e-06,0,1,0,1,0,0,0,9.095,0.101632,0.101632,-0.0508162
58.466,0.5,0,0.0193756,0,0.0193756,9.06215e-06,0.0616987,2.53791e-08,0.0617867,0.0617867,-8.80362e-05,-0.0253744,0.410154,3.62464e-05,3.62521e-05,0,0,0.0193708,9.79346e-06,0,1,0,1,0,0,0,9.09,0.101632,0.101632,-0.0508161
58.471,0.5,0,0.0193757,0,0.0193757,9.05536e-06,0.0616987,2.54993e-08,0.0617867,0.0617867,-8.8036e-05,-0.0253744,0.410154,3.62463e-05,3.6252e-05,0,0,0.0193709,9.78611e-06,0,1,0,1,0,0,0,9.085,0.101632,0.101632,-0.0508161
58.475,0.5,0,0.0193757,0,0.0193757,9.04857e-06,0.0616987,2.54993e-08,0.0617867,0.0617867,-8.8036e-05,-0.0253744,0.410154,3.62463e-05,3.6252e-05,0,0,0.0193709,9.78024e-06,0,1,0,1,0,0,0,9.081,0.101632,0.101632,-0.0508161
58.48,0.5,0,0.0193758,0,0.0193758,9.04178e-06,0.0616987,2.5654e-08,0.0617867,0.0617867,-8.80357e-05,-0.0253744,0.410154,3.62462e-05,3.62519e-05,0,0,0.0193709,9.77289e-06,0,1,0,1,0,0,0,9.076,0.101632,0.101632,-0.0508161
58.485,0.5,0,0.0193758,0,0.0193758,9.04178e-06,0.0616987,2.5654e-08,0.0617867,0.0617867,-8.80357e-05,-0.0253744,0.410154,3.62462e-05,3.62519e-05,0,0,0.019371,9.76561e-06,0,1,0,1,0,0,0,9.071,0.101632,0.101632,-0.0508161
58.49,0.5,0,0.0193758,0,0.0193758,9.035e-06,0.0616987,2.5654e-08,0.0617867,0.0617867,-8.80357e-05,-0.0253744,0.410154,3.62462e-05,3.62518e-05,0,0,0.019371,9.75834e-06,0,1,0,1,0,0,0,9.066,0.101632,0.101632,-0.0508161
58.495,0.5,0,0.0193758,0,0.0193758,9.02822e-06,0.0616987,2.57724e-08,0.0617867,0.0617867,-8.80354e-05,-0.0253744,0.410154,3.62461e-05,3.62518e-05,0,0,0.0193711,9.75108e-06,0,1,0,1,0,0,0,9.061,0.101632,0.101632,-0.0508161
58.5,0.5,0,0.0193759,0,0.0193759,9.02148e-06,0.0616987,2.57724e-08,0.0617867,0.0617867,-8.80354e-05,-0.0253744,0.410154,3.62461e-05,3.62517e-05,0,0,0.0193711,9.74382e-06,0,1,0,1,0,0,0,9.056,0.101632,0.101632,-0.0508161
58.505,0.5,0,0.0193759,0,0.0193759,9.01474e-06,0.0616987,2.56984e-08,0.0617867,0.0617867,-8.80352e-05,-0.0253744,0.410154,3.6246e-05,3.62517e-05,0,0,0.0193712,9.73656e-06,0,1,0,1,0,0,0,9.051,0.101632,0.101632,-0.0508161
58.51,0.5,0,0.019376,0,0.019376,9.008e-06,0.0616987,2.56984e-08,0.0617867,0.0617867,-8.80352e-05,-0.0253744,0.410154,3.6246e-05,3.62516e-05,0,0,0.0193712,9.72932e-06,0,1,0,1,0,0,0,9.046,0.101632,0.101632,-0.0508161
58.515,0.5,0,0.019376,0,0.019376,9.00128e-06,0.0616987,2.55484e-08,0.0617867,0.0617867,-8.80349e-05,-0.0253744,0.410154,3.62459e-05,3.62515e-05,0,0,0.0193713,9.72207e-06,0,1,0,1,0,0,0,9.041,0.101632,0.101632,-0.0508161
58.52,0.5,0,0.0193761,0,0.0193761,8.99457e-06,0.0616987,2.55484e-08,0.0617867,0.0617867,-8.80349e-05,-0.0253744,0.410154,3.62459e-05,3.62515e-05,0,0,0.0193713,9.71483e-06,0,1,0,1,0,0,0,9.036,0.101632,0.101632,-0.0508161
58.525,0.5,0,0.0193761,0,0.0193761,8.98787e-06,0.0616987,2.53656e-08,0.0617867,0.0617867,-8.80347e-05,-0.0253744,0.410154,3.62458e-05,3.62514e-05,0,0,0.0193714,9.70904e-06,0,1,0,1,0,0,0,9.032,0.101632,0.101632,-0.0508161
58.53,0.5,0,0.0193762,0,0.0193762,8.98116e-06,0.0616987,2.53656e-08,0.0617867,0.0617867,-8.80347e-05,-0.0253744,0.410154,3.62458e-05,3.62514e-05,0,0,0.0193714,9.7018e-06,0,1,0,1,0,0,0,9.027,0.101632,0.101632,-0.050816
58.534,0.5,0,0.0193762,0,0.0193762,8.97447e-06,0.0616987,2.52032e-08,0.0617867,0.0617867,-8.80344e-05,-0.0253744,0.410154,3.62457e-05,3.62513e-05,0,0,0.0193715,9.69456e-06,0,1,0,1,0,0,0,9.022,0.101632,0.101632,-0.050816
58.539,0.5,0,0.0193762,0,0.0193762,8.96777e-06,0.0616987,2.52032e-08,0.0617867,0.0617867,-8.80344e-05,-0.0253744,0.410154,3.62457e-05,3.62513e-05,0,0,0.0193715,9.68733e-06,0,1,0,1,0,0,0,9.017,0.101632,0.101632,-0.050816
58.544,0.5,0,0.0193763,0,0.0193763,8.96108e-06,0.0616987,2.51058e-08,0.0617867,0.0617867,-8.80342e-05,-0.0253744,0.410154,3.62456e-05,3.62512e-05,0,0,0.0193715,9.6801e-06,0,1,0,1,0,0,0,9.012,0.101632,0.101632,-0.050816
58.549,0.5,0,0.0193763,0,0.0193763,8.95439e-06,0.0616987,2.51058e-08,0.0617867,0.0617867,-8.80342e-05,-0.0253744,0.410154,3.62456e-05,3.62512e-05,0,0,0.0193716,9.67288e-06,0,1,0,1,0,0,0,9.007,0.101632,0.101632,-0.050816
58.554,0.5,0,0.0193764,0,0.0193764,8.9477e-06,0.0616987,2.50936e-08,0.0617867,0.0617867,-8.80339e-05,-0.0253744,0.410154,3.62455e-05,3.62511e-05,0,0,0.0193716,9.66567e-06,0,1,0,1,0,0,0,9.002,0.101632,0.101632,-0.050816
58.559,0.5,0,0.0193764,0,0.0193764,8.941e-06,0.0616987,2.50936e-08,0.0617867,0.0617867,-8.80339e-05,-0.0253744,0.410154,3.62455e-05,3.62511e-05,0,0,0.0193717,9.65846e-06,0,1,0,1,0,0,0,8.997,0.101632,0.101632,-0.050816
58.564,0.5,0,0.0193765,0,0.0193765,8.93431e-06,0.0616987,2.51557e-08,0.0617867,0.0617867,-8.80337e-05,-0.0253744,0.410154,3.62454e-05,3.6251e-05,0,0,0.0193717,9.65125e-06,0,1,0,1,0,0,0,8.992,0.101632,0.101632,-0.050816
58.569,0.5,0,0.0193765,0,0.0193765,8.92761e-06,0.0616987,2.51557e-08,0.0617867,0.0617867,-8.80337e-05,-0.0253744,0.410154,3.62454e-05,3.62509e-05,0,0,0.0193718,9.64405e-06,0,1,0,1,0,0,0,8.987,0.101632,0.101632,-0.050816
58.574,0.5,0,0.0193766,0,0.0193766,8.92092e-06,0.0616987,2.52545e-08,0.0617867,0.0617867,-8.80334e-05,-0.0253744,0.410154,3.62453e-05,3.62509e-05,0,0,0.0193718,9.63685e-06,0,1,0,1,0,0,0,8.982,0.101632,0.101632,-0.050816
58.579,0.5,0,0.0193766,0,0.0193766,8.91423e-06,0.0616987,2.52545e-08,0.0617867,0.0617867,-8.80334e-05,-0.0253744,0.410154,3.62453e-05,3.62508e-05,0,0,0.0193719,9.62966e-06,0,1,0,1,0,0,0,8.977,0.101632,0.101632,-0.0508159
58.583,0.5,0,0.0193766,0,0.0193766,8.90755e-06,0.0616987,2.53401e-08,0.0617867,0.0617867,-8.80332e-05,-0.0253744,0.410154,3.62452e-05,3.62508e-05,0,0,0.0193719,9.62391e-06,0,1,0,1,0,0,0,8.973,0.101632,0.101632,-0.050816
58.588,0.5,0,0.0193767,0,0.0193767,8.90088e-06,0.0616987,2.53401e-08,0.0617867,0.0617867,-8.80332e-05,-0.0253744,0.410154,3.62452e-05,3.62507e-05,0,0,0.019372,9.61672e-06,0,1,0,1,0,0,0,8.968,0.101632,0.101632,-0.0508159
58.593,0.5,0,0.0193767,0,0.0193767,8.89421e-06,0.0616987,2.53681e-08,0.0617867,0.0617867,-8.80329e-05,-0.0253744,0.410154,3.62451e-05,3.62507e-05,0,0,0.019372,9.60953e-06,0,1,0,1,0,0,0,8.963,0.101632,0.101632,-0.0508159
58.598,0.5,0,0.0193768,0,0.0193768,8.88756e-06,0.0616987,2.53681e-08,0.0617867,0.0617867,-8.80329e-05,-0.0253744,0.410154,3.62451e-05,3.62506e-05,0,0,0.0193721,9.60234e-06,0,1,0,1,0,0,0,8.958,0.101632,0.101632,-0.0508159
58.603,0.5,0,0.0193768,0,0.0193768,8.88091e-06,0.0616987,2.53163e-08,0.0617867,0.0617867,-8.80327e-05,-0.0253744,0.410154,3.6245e-05,3.62506e-05,0,0,0.0193721,9.59516e-06,0,1,0,1,0,0,0,8.953,0.101632,0.101632,-0.0508159
58.608,0.5,0,0.0193769,0,0.0193769,8.87428e-06,0.0616987,2.53163e-08,0.0617867,0.0617867,-8.80327e-05,-0.0253744,0.410154,3.6245e-05,3.62505e-05,0,0,0.0193722,9.58799e-06,0,1,0,1,0,0,0,8.948,0.101632,0.101632,-0.0508159
58.613,0.5,0,0.0193769,0,0.0193769,8.86766e-06,0.0616987,2.51912e-08,0.0617867,0.0617867,-8.80324e-05,-0.0253744,0.410154,3.62449e-05,3.62504e-05,0,0,0.0193722,9.58082e-06,0,1,0,1,0,0,0,8.943,0.101632,0.101632,-0.0508159
58.618,0.5,0,0.0193769,0,0.0193769,8.86104e-06,0.0616987,2.51912e-08,0.0617867,0.0617867,-8.80324e-05,-0.0253744,0.410154,3.62449e-05,3.62504e-05,0,0,0.0193723,9.57366e-06,0,1,0,1,0,0,0,8.938,0.101632,0.101632,-0.0508159
58.623,0.5,0,0.019377,0,0.019377,8.85443e-06,0.0616987,2.5026e-08,0.0617867,0.0617867,-8.80322e-05,-0.0253744,0.410154,3.62448e-05,3.62503e-05,0,0,0.0193723,9.56651e-06,0,1,0,1,0,0,0,8.933,0.101632,0.101632,-0.0508159
58.628,0.5,0,0.019377,0,0.019377,8.84783e-06,0.0616987,2.5026e-08,0.0617867,0.0617867,-8.80322e-05,-0.0253744,0.410154,3.62448e-05,3.62503e-05,0,0,0.0193723,9.55935e-06,0,1,0,1,0,0,0,8.928,0.101632,0.101632,-0.0508159
58.633,0.5,0,0.0193771,0,0.0193771,8.84124e-06,0.0616987,2.48675e-08,0.0617867,0.0617867,-8.80319e-05,-0.0253744,0.410154,3.62447e-05,3.62502e-05,0,0,0.0193724,9.55221e-06,0,1,0,1,0,0,0,8.923,0.101632,0.101632,-0.0508159
58.638,0.5,0,0.0193771,0,0.0193771,8.83464e-06,0.0616987,2.48675e-08,0.0617867,0.0617867,-8.80319e-05,-0.0253744,0.410154,3.62447e-05,3.62502e-05,0,0,0.0193724,9.54507e-06,0,1,0,1,0,0,0,8.918,0.101632,0.101632,-0.0508158
58.643,0.5,0,0.0193772,0,0.0193772,8.82805e-06,0.0616987,2.4759e-08,0.0617867,0.0617867,-8.80317e-05,-0.0253744,0.410154,3.62446e-05,3.62501e-05,0,0,0.0193725,9.53794e-06,0,1,0,1,0,0,0,8.913,0.101632,0.101632,-0.0508158
58.647,0.5,0,0.0193772,0,0.0193772,8.82146e-06,0.0616987,2.4759e-08,0.0617867,0.0617867,-8.80317e-05,-0.0253744,0.410154,3.62446e-05,3.62501e-05,0,0,0.0193725,9.53223e-06,0,1,0,1,0,0,0,8.909,0.101632,0.101632,-0.0508158
58.652,0.5,0,0.0193773,0,0.0193773,8.81487e-06,0.0616987,2.47249e-08,0.0617867,0.0617867,-8.80314e-05,-0.0253744,0.410154,3.62445e-05,3.625e-05,0,0,0.0193726,9.52509e-06,0,1,0,1,0,0,0,8.904,0.101632,0.101632,-0.0508158
58.657,0.5,0,0.0193773,0,0.0193773,8.80827e-06,0.0616987,2.47249e-08,0.0617867,0.0617867,-8.80314e-05,-0.0253744,0.410154,3.62445e-05,3.625e-05,0,0,0.0193726,9.51796e-06,0,1,0,1,0,0,0,8.899,0.101632,0.101632,-0.0508158
58.662,0.5,0,0.0193773,0,0.0193773,8.80168e-06,0.0616987,2.47623e-08,0.0617867,0.0617867,-8.80312e-05,-0.0253744,0.410154,3.62444e-05,3.62499e-05,0,0,0.0193727,9.51083e-06,0,1,0,1,0,0,0,8.894,0.101632,0.101632,-0.0508158
58.667,0.5,0,0.0193774,0,0.0193774,8.79509e-06,0.0616987,2.47623e-08,0.0617867,0.0617867,-8.80312e-05,-0.0253744,0.410154,3.62444e-05,3.62499e-05,0,0,0.0193727,9.50371e-06,0,1,0,1,0,0,0,8.889,0.101632,0.101632,-0.0508158
58.672,0.5,0,0.0193774,0,0.0193774,8.7885e-06,0.0616987,2.48426e-08,0.0617867,0.0617867,-8.80309e-05,-0.0253744,0.410154,3.62443e-05,3.62498e-05,0,0,0.0193728,9.49659e-06,0,1,0,1,0,0,0,8.884,0.101632,0.101632,-0.0508158
58.677,0.5,0,0.0193775,0,0.0193775,8.78191e-06,0.0616987,2.48426e-08,0.0617867,0.0617867,-8.80309e-05,-0.0253744,0.410154,3.62443e-05,3.62497e-05,0,0,0.0193728,9.48948e-06,0,1,0,1,0,0,0,8.879,0.101632,0.101632,-0.0508158
58.682,0.5,0,0.0193775,0,0.0193775,8.77534e-06,0.0616987,2.49221e-08,0.0617867,0.0617867,-8.80307e-05,-0.0253744,0.410154,3.62442e-05,3.62497e-05,0,0,0.0193729,9.48237e-06,0,1,0,1,0,0,0,8.874,0.101632,0.101632,-0.0508158
58.687,0.5,0,0.0193776,0,0.0193776,8.76876e-06,0.0616987,2.49221e-08,0.0617867,0.0617867,-8.80307e-05,-0.0253744,0.410154,3.62442e-05,3.62496e-05,0,0,0.0193729,9.47527e-06,0,1,0,1,0,0,0,8.869,0.101632,0.101632,-0.0508158
58.692,0.5,0,0.0193776,0,0.0193776,8.7622e-06,0.0616987,2.49588e-08,0.0617867,0.0617867,-8.80304e-05,-0.0253744,0.410154,3.62441e-05,3.62496e-05,0,0,0.0193729,9.46818e-06,0,1,0,1,0,0,0,8.864,0.101632,0.101632,-0.0508158
58.697,0.5,0,0.0193776,0,0.0193776,8.75564e-06,0.0616987,2.49588e-08,0.0617867,0.0617867,-8.80304e-05,-0.0253744,0.410154,3.62441e-05,3.62495e-05,0,0,0.019373,9.46109e-06,0,1,0,1,0,0,0,8.859,0.101631,0.101631,-0.0508157
58.702,0.5,0,0.0193777,0,0.0193777,8.74909e-06,0.0616987,2.49265e-08,0.0617867,0.0617867,-8.80302e-05,-0.0253744,0.410154,3.62439e-05,3.62495e-05,0,0,0.019373,9.454e-06,0,1,0,1,0,0,0,8.854,0.101631,0.101631,-0.0508157
58.707,0.5,0,0.0193777,0,0.0193777,8.74255e-06,0.0616987,2.49265e-08,0.0617867,0.0617867,-8.80302e-05,-0.0253744,0.410154,3.62439e-05,3.62494e-05,0,0,0.0193731,9.44692e-06,0,1,0,1,0,0,0,8.849,0.101631,0.101631,-0.0508157
58.711,0.5,0,0.0193778,0,0.0193778,8.73603e-06,0.0616987,2.48249e-08,0.0617867,0.0617867,-8.80299e-05,-0.0253744,0.410154,3.62438e-05,3.62494e-05,0,0,0.0193731,9.44126e-06,0,1,0,1,0,0,0,8.845,0.101631,0.101631,-0.0508157
58.716,0.5,0,0.0193778,0,0.0193778,8.7295e-06,0.0616987,2.48249e-08,0.0617867,0.0617867,-8.80299e-05,-0.0253744,0.410154,3.62438e-05,3.62493e-05,0,0,0.0193732,9.43418e-06,0,1,0,1,0,0,0,8.84,0.101631,0.101631,-0.0508157
58.721,0.5,0,0.0193779,0,0.0193779,8.72299e-06,0.0616987,2.46786e-08,0.0617867,0.0617867,-8.80297e-05,-0.0253744,0.410154,3.62437e-05,3.62493e-05,0,0,0.0193732,9.4271e-06,0,1,0,1,0,0,0,8.835,0.101631,0.101631,-0.0508157
