time,height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,nominal_com_y,nominal_com_z,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
0.311,0.5,0,-0.274818,0,-0.274818,-1.47704,-0.0353283,0.0675338,0.0617867,0.0617867,-0.097115,-0.0253744,0.410154,0.0398705,0.0286232,0,0,-0.0347198,-0.220782,0,1,0,1,0,0,0,0,-87.484,-20,10
0.316,0.5,0,-0.278987,0,-0.278987,-1.44883,-0.0353283,0.0675338,0.0617867,0.0617867,-0.097115,-0.0253744,0.410154,0.0398705,0.0287351,0,0,-0.0371503,-0.233002,0,1,0,1,0,0,0,0,-86.186,-20,10
0.321,0.5,0,-0.284071,0,-0.284071,-1.4306,-0.0216884,0.360762,0.0617867,0.0617867,-0.0834751,-0.0253744,0.410154,0.0342714,0.0287902,0,0,-0.0396072,-0.244918,0,1,0,1,0,0,0,0,-67.4781,-20,10
0.326,0.5,0,-0.2901,0,-0.2901,-1.42258,-0.0216884,0.360762,0.0617867,0.0617867,-0.0834751,-0.0253744,0.410154,0.0342714,0.0288447,0,0,-0.0420997,-0.256636,0,1,0,1,0,0,0,0,-67.1386,-20,10
0.331,0.5,0,-0.297041,0,-0.297041,-1.42404,-0.00231303,0.712411,0.0617867,0.0617867,-0.0640998,-0.0253744,0.410154,0.0263231,0.0288197,0,0,-0.0446364,-0.268252,0,1,0,1,0,0,0,0,-45.1825,-20,10
0.336,0.5,0,-0.304879,0,-0.304879,-1.43443,-0.00231303,0.712411,0.0617867,0.0617867,-0.0640998,-0.0253744,0.410154,0.0263231,0.0287948,0,0,-0.0472258,-0.279855,0,1,0,1,0,0,0,0,-45.718,-20,10
0.341,0.5,0,-0.313611,0,-0.313611,-1.45327,0.0228735,1.10395,0.0617867,0.0617867,-0.0389133,-0.0253744,0.410154,0.0159911,0.0286674,0,0,-0.0498764,-0.291531,0,1,0,1,0,0,0,0,-21.3427,-20,10
0.346,0.5,0,-0.323241,0,-0.323241,-1.48021,0.0228735,1.10395,0.0617867,0.0617867,-0.0389133,-0.0253744,0.410154,0.0159911,0.0285413,0,0,-0.0525964,-0.303359,0,1,0,1,0,0,0,0,-22.6659,-20,10
0.351,0.5,0,-0.333654,0,-0.333654,-1.5112,0.053393,1.51538,0.0617867,0.0617867,-0.00839369,-0.0253744,0.410154,0.00345417,0.0282917,0,0,-0.055393,-0.315377,0,1,0,1,0,0,0,0,3.24834,3.24834,-1.62417
0.355,0.5,0,-0.344154,0,-0.344154,-1.54064,0.053393,1.51538,0.0617867,0.0617867,-0.00839369,-0.0253744,0.410154,0.00345417,0.0280938,0,0,-0.0576939,-0.32514,0,1,0,1,0,0,0,0,1.80228,1.80228,-0.90114
0.36,0.5,0,-0.35416,0,-0.35416,-1.56176,0.0873073,1.85896,0.0617867,0.0617867,0.0255205,-0.0253744,0.410154,-0.0105263,0.0277095,0,0,-0.0606438,-0.337444,0,1,0,1,0,0,0,0,25.3897,20,-10
0.365,0.5,0,-0.35416,0,-0.35416,-1.56176,0.0873073,1.85896,0.0617867,0.0617867,0.0255205,-0.0253744,0.410154,-0.0105263,0.027329,0,0,-0.0635643,-0.349627,0,1,0,1,0,0,0,0,25.3897,20,-10
0.37,0.5,0,-0.36374,0,-0.36374,-1.57795,0.0873073,1.85896,0.0617867,0.0617867,0.0255205,-0.0253744,0.410154,-0.0105263,0.0269524,0,0,-0.0665511,-0.361849,0,1,0,1,0,0,0,0,24.5711,20,-10
0.375,0.5,0,-0.371743,0,-0.371743,-1.57032,0.11846,2.04988,0.0617867,0.0617867,0.0566728,-0.0253744,0.410154,-0.0234409,0.0264509,0,0,-0.0695878,-0.373873,0,1,0,1,0,0,0,0,41.1016,20,-10
0.38,0.5,0,-0.377619,0,-0.377619,-1.54286,0.11846,2.04988,0.0617867,0.0617867,0.0566728,-0.0253744,0.410154,-0.0234409,0.0259545,0,0,-0.0726528,-0.385505,0,1,0,1,0,0,0,0,42.3541,20,-10
0.385,0.5,0,-0.381624,0,-0.381624,-1.499,0.143564,2.08052,0.0617867,0.0617867,0.0817769,-0.0253744,0.410154,-0.0339168,0.0253588,0,0,-0.0757271,-0.396584,0,1,0,1,0,0,0,0,51.1224,20,-10
0.39,0.5,0,-0.383986,0,-0.383986,-1.44173,0.143564,2.08052,0.0617867,0.0617867,0.0817769,-0.0253744,0.410154,-0.0339168,0.024769,0,0,-0.0787943,-0.406984,0,1,0,1,0,0,0,0,53.7954,20,-10
0.395,0.5,0,-0.384902,0,-0.384902,-1.37355,0.162006,1.97728,0.0617867,0.0617867,0.100219,-0.0253744,0.410154,-0.0416605,0.024108,0,0,-0.0818401,-0.416601,0,1,0,1,0,0,0,0,55.4692,20,-10
0.4,0.5,0,-0.38455,0,-0.38455,-1.29682,0.162006,1.97728,0.0617867,0.0617867,0.100219,-0.0253744,0.410154,-0.0416605,0.0235839,0,0,-0.0842521,-0.423615,0,1,0,1,0,0,0,0,59.072,20,-10
0.404,0.5,0,-0.383089,0,-0.383089,-1.21332,0.173652,1.76418,0.0617867,0.0617867,0.111865,-0.0253744,0.410154,-0.0465744,0.0228859,0,0,-0.0872256,-0.431472,0,1,0,1,0,0,0,0,54.4323,20,-10
0.409,0.5,0,-0.380637,0,-0.380637,-1.12451,0.173652,1.76418,0.0617867,0.0617867,0.111865,-0.0253744,0.410154,-0.0465744,0.0221947,0,0,-0.0901451,-0.438368,0,1,0,1,0,0,0,0,58.6148,20,-10
0.414,0.5,0,-0.377292,0,-0.377292,-1.03153,0.178472,1.46202,0.0617867,0.0617867,0.116685,-0.0253744,0.410154,-0.0486138,0.0214902,0,0,-0.0930023,-0.44427,0,1,0,1,0,0,0,0,48.448,20,-10
0.419,0.5,0,-0.373131,0,-0.373131,-0.935316,0.178472,1.46202,0.0617867,0.0617867,0.116685,-0.0253744,0.410154,-0.0486138,0.0207926,0,0,-0.0957896,-0.449156,0,1,0,1,0,0,0,0,52.9884,20,-10
0.424,0.5,0,-0.368216,0,-0.368216,-0.836558,0.176502,1.08904,0.0617867,0.0617867,0.114716,-0.0253744,0.410154,-0.0477801,0.0201103,0,0,-0.0985003,-0.453011,0,1,0,1,0,0,0,0,38.0655,20,-10
0.429,0.5,0,-0.36259,0,-0.36259,-0.735775,0.176502,1.08904,0.0617867,0.0617867,0.114716,-0.0253744,0.410154,-0.0477801,0.0194348,0,0,-0.101128,-0.455825,0,1,0,1,0,0,0,0,42.8291,20,-10
0.434,0.5,0,-0.356285,0,-0.356285,-0.63332,0.167855,0.66143,0.0617867,0.0617867,0.106068,-0.0253744,0.410154,-0.0441259,0.0188023,0,0,-0.103667,-0.457591,0,1,0,1,0,0,0,0,23.9059,20,-10
0.439,0.5,0,-0.349318,0,-0.349318,-0.529402,0.167855,0.66143,0.0617867,0.0617867,0.106068,-0.0253744,0.410154,-0.0441259,0.0181762,0,0,-0.106111,-0.458305,0,1,0,1,0,0,0,0,28.8249,20,-10
0.443,0.5,0,-0.341695,0,-0.341695,-0.424112,0.152717,0.193855,0.0617867,0.0617867,0.09093,-0.0253744,0.410154,-0.0377546,0.0177305,0,0,-0.107988,-0.458033,0,1,0,1,0,0,0,0,6.65356,6.65356,-3.32678
0.448,0.5,0,-0.333411,0,-0.333411,-0.317439,0.152717,0.193855,0.0617867,0.0617867,0.09093,-0.0253744,0.410154,-0.0377546,0.0171785,0,0,-0.110231,-0.456634,0,1,0,1,0,0,0,0,11.7099,11.7099,-5.85497
0.452,0.5,0,-0.3254,0,-0.3254,-0.222976,0.131664,-0.275027,0.0617867,0.0617867,0.069877,-0.0253744,0.410154,-0.0289423,0.016811,0,0,-0.111946,-0.454772,0,1,0,1,0,0,0,0,-12.2499,-12.2499,6.12497
0.456,0.5,0,-0.3254,0,-0.3254,-0.222976,0.131664,-0.275027,0.0617867,0.0617867,0.069877,-0.0253744,0.410154,-0.0289423,0.0164464,0,0,-0.113647,-0.452925,0,1,0,1,0,0,0,0,-12.2499,-12.2499,6.12497
0.461,0.5,0,-0.312015,0,-0.312015,-0.0774392,0.106686,-0.684365,0.0617867,0.0617867,0.0448993,-0.0253744,0.410154,-0.0185501,0.0160982,0,0,-0.11562,-0.449189,0,1,0,1,0,0,0,0,-31.5244,-20,10
0.465,0.5,0,-0.312015,0,-0.312015,-0.0774392,0.106686,-0.684365,0.0617867,0.0617867,0.0448993,-0.0253744,0.410154,-0.0185501,0.0158221,0,0,-0.117185,-0.446227,0,1,0,1,0,0,0,0,-31.5244,-20,10
0.47,0.5,0,-0.30715,0,-0.30715,-0.0276156,0.106686,-0.684365,0.0617867,0.0617867,0.0448993,-0.0253744,0.410154,-0.0185501,0.0154801,0,0,-0.119075,-0.442062,0,1,0,1,0,0,0,0,-29.1566,-20,10
0.475,0.5,0,-0.303607,0,-0.303607,0.00251843,0.0859222,-0.887805,0.0617867,0.0617867,0.0241355,-0.0253744,0.410154,-0.00995395,0.015227,0,0,-0.120912,-0.437638,0,1,0,1,0,0,0,0,-42.4512,-20,10
0.48,0.5,0,-0.301782,0,-0.301782,0.0145604,0.0859222,-0.887805,0.0617867,0.0617867,0.0241355,-0.0253744,0.410154,-0.00995395,0.0149765,0,0,-0.122711,-0.433138,0,1,0,1,0,0,0,0,-41.875,-20,10
0.485,0.5,0,-0.301451,0,-0.301451,0.0113609,0.0721074,-0.921779,0.0617867,0.0617867,0.0103207,-0.0253744,0.410154,-0.00425213,0.0147851,0,0,-0.12449,-0.428716,0,1,0,1,0,0,0,0,-46.6095,-20,10
0.489,0.5,0,-0.302382,0,-0.302382,-0.00377697,0.0721074,-0.921779,0.0617867,0.0617867,0.0103207,-0.0253744,0.410154,-0.00425213,0.0146334,0,0,-0.125907,-0.42533,0,1,0,1,0,0,0,0,-47.3256,-20,10
0.494,0.5,0,-0.304429,0,-0.304429,-0.0281204,0.0655876,-0.806587,0.0617867,0.0617867,0.00380085,-0.0253744,0.410154,-0.00156528,0.0144723,0,0,-0.127684,-0.421377,0,1,0,1,0,0,0,0,-43.896,-20,10
0.499,0.5,0,-0.307459,0,-0.307459,-0.0607204,0.0655876,-0.806587,0.0617867,0.0617867,0.00380085,-0.0253744,0.410154,-0.00156528,0.0143127,0,0,-0.129472,-0.417789,0,1,0,1,0,0,0,0,-45.4443,-20,10
0.504,0.5,0,-0.311392,0,-0.311392,-0.100466,0.0665651,-0.570765,0.0617867,0.0617867,0.0047784,-0.0253744,0.410154,-0.00196798,0.0141507,0,0,-0.131282,-0.414631,0,1,0,1,0,0,0,0,-35.0041,-20,10
0.509,0.5,0,-0.316171,0,-0.316171,-0.146505,0.0665651,-0.570765,0.0617867,0.0617867,0.0047784,-0.0253744,0.410154,-0.00196798,0.0139903,0,0,-0.133122,-0.411963,0,1,0,1,0,0,0,0,-37.1938,-20,10
0.514,0.5,0,-0.321795,0,-0.321795,-0.198673,0.0749141,-0.242726,0.0617867,0.0617867,0.0131274,-0.0253744,0.410154,-0.00540956,0.0137973,0,0,-0.134999,-0.409841,0,1,0,1,0,0,0,0,-21.0892,-20,10
0.519,0.5,0,-0.328257,0,-0.328257,-0.256435,0.0749141,-0.242726,0.0617867,0.0617867,0.0131274,-0.0253744,0.410154,-0.00540956,0.0136062,0,0,-0.136922,-0.408315,0,1,0,1,0,0,0,0,-23.8393,-20,10
0.524,0.5,0,-0.33559,0,-0.33559,-0.320678,0.0901372,0.146948,0.0617867,0.0617867,0.0283504,-0.0253744,0.410154,-0.0116962,0.0133544,0,0,-0.138899,-0.407443,0,1,0,1,0,0,0,0,-3.72915,-3.72915,1.86458
0.528,0.5,0,-0.343792,0,-0.343792,-0.390385,0.0901372,0.146948,0.0617867,0.0617867,0.0283504,-0.0253744,0.410154,-0.0116962,0.0131548,0,0,-0.140532,-0.407307,0,1,0,1,0,0,0,0,-7.05049,-7.05049,3.52524
0.533,0.5,0,-0.35155,0,-0.35155,-0.442423,0.111406,0.567697,0.0617867,0.0617867,0.049619,-0.0253744,0.410154,-0.0205091,0.0128198,0,0,-0.142631,-0.407656,0,1,0,1,0,0,0,0,16.4704,16.4704,-8.2352
0.538,0.5,0,-0.358594,0,-0.358594,-0.491286,0.111406,0.567697,0.0617867,0.0617867,0.049619,-0.0253744,0.410154,-0.0205091,0.0124882,0,0,-0.14478,-0.408488,0,1,0,1,0,0,0,0,14.1343,14.1343,-7.06713
0.543,0.5,0,-0.364772,0,-0.364772,-0.523551,0.135041,0.867319,0.0617867,0.0617867,0.0732545,-0.0253744,0.410154,-0.0303525,0.0120619,0,0,-0.146969,-0.409633,0,1,0,1,0,0,0,0,32.8495,20,-10
0.548,0.5,0,-0.369877,0,-0.369877,-0.544758,0.135041,0.867319,0.0617867,0.0617867,0.0732545,-0.0253744,0.410154,-0.0303525,0.0116399,0,0,-0.149187,-0.410978,0,1,0,1,0,0,0,0,31.823,20,-10
0.553,0.5,0,-0.37361,0,-0.37361,-0.549424,0.152903,0.981074,0.0617867,0.0617867,0.0911158,-0.0253744,0.410154,-0.0378326,0.0111476,0,0,-0.15142,-0.412355,0,1,0,1,0,0,0,0,41.1024,20,-10
0.558,0.5,0,-0.375956,0,-0.375956,-0.540002,0.152903,0.981074,0.0617867,0.0617867,0.0911158,-0.0253744,0.410154,-0.0378326,0.0106603,0,0,-0.153654,-0.413625,0,1,0,1,0,0,0,0,41.53,20,-10
0.563,0.5,0,-0.377005,0,-0.377005,-0.518624,0.163603,0.936353,0.0617867,0.0617867,0.101816,-0.0253744,0.410154,-0.0423332,0.010133,0,0,-0.155877,-0.41467,0,1,0,1,0,0,0,0,42.4258,20,-10
0.568,0.5,0,-0.376889,0,-0.376889,-0.487223,0.163603,0.936353,0.0617867,0.0617867,0.101816,-0.0253744,0.410154,-0.0423332,0.00971493,0,0,-0.157638,-0.415248,0,1,0,1,0,0,0,0,43.8999,20,-10
0.572,0.5,0,-0.375733,0,-0.375733,-0.447352,0.16712,0.76428,0.0617867,0.0617867,0.105333,-0.0253744,0.410154,-0.0438158,0.00918229,0,0,-0.159808,-0.415568,0,1,0,1,0,0,0,0,37.6508,20,-10
0.577,0.5,0,-0.373619,0,-0.373619,-0.400181,0.16712,0.76428,0.0617867,0.0617867,0.105333,-0.0253744,0.410154,-0.0438158,0.00865495,0,0,-0.161935,-0.415415,0,1,0,1,0,0,0,0,39.8773,20,-10
0.582,0.5,0,-0.370611,0,-0.370611,-0.346638,0.16355,0.491407,0.0617867,0.0617867,0.101763,-0.0253744,0.410154,-0.0423107,0.00814783,0,0,-0.164012,-0.41473,0,1,0,1,0,0,0,0,27.6404,20,-10
0.587,0.5,0,-0.366755,0,-0.366755,-0.287444,0.16355,0.491407,0.0617867,0.0617867,0.101763,-0.0253744,0.410154,-0.0423107,0.00764576,0,0,-0.166029,-0.413464,0,1,0,1,0,0,0,0,30.4416,20,-10
0.592,0.5,0,-0.362083,0,-0.362083,-0.223141,0.153059,0.140804,0.0617867,0.0617867,0.0912725,-0.0253744,0.410154,-0.0378984,0.00719259,0,0,-0.16798,-0.41157,0,1,0,1,0,0,0,0,13.3,13.3,-6.65002
0.597,0.5,0,-0.356557,0,-0.356557,-0.154199,0.153059,0.140804,0.0617867,0.0617867,0.0912725,-0.0253744,0.410154,-0.0378984,0.00674393,0,0,-0.169856,-0.409009,0,1,0,1,0,0,0,0,16.569,16.569,-8.28449
0.602,0.5,0,-0.350818,0,-0.350818,-0.089296,0.136065,-0.26005,0.0617867,0.0617867,0.0742782,-0.0253744,0.410154,-0.0307802,0.00637055,0,0,-0.171657,-0.405828,0,1,0,1,0,0,0,0,-4.45903,-4.45903,2.22952
0.606,0.5,0,-0.344798,0,-0.344798,-0.020822,0.136065,-0.26005,0.0617867,0.0617867,0.0742782,-0.0253744,0.410154,-0.0307802,0.00607453,0,0,-0.173036,-0.40276,0,1,0,1,0,0,0,0,-1.20899,-1.20899,0.604496
0.611,0.5,0,-0.339383,0,-0.339383,0.0325038,0.114135,-0.625751,0.0617867,0.0617867,0.0523487,-0.0253744,0.410154,-0.0216431,0.00579874,0,0,-0.174692,-0.398429,0,1,0,1,0,0,0,0,-21.9886,-20,10
0.616,0.5,0,-0.334311,0,-0.334311,0.0807933,0.114135,-0.625751,0.0617867,0.0617867,0.0523487,-0.0253744,0.410154,-0.0216431,0.00552569,0,0,-0.17628,-0.393661,0,1,0,1,0,0,0,0,-19.6915,-19.6915,9.84574
0.621,0.5,0,-0.330388,0,-0.330388,0.109159,0.0941246,-0.83479,0.0617867,0.0617867,0.0323379,-0.0253744,0.410154,-0.0133456,0.00533792,0,0,-0.177813,-0.388658,0,1,0,1,0,0,0,0,-33.2,-20,10
0.626,0.5,0,-0.3282,0,-0.3282,0.119654,0.0941246,-0.83479,0.0617867,0.0617867,0.0323379,-0.0253744,0.410154,-0.0133456,0.00515201,0,0,-0.17931,-0.3836,0,1,0,1,0,0,0,0,-32.694,-20,10
0.631,0.5,0,-0.32749,0,-0.32749,0.115526,0.0806274,-0.86933,0.0617867,0.0617867,0.0188406,-0.0253744,0.410154,-0.00776711,0.00502346,0,0,-0.180784,-0.378634,0,1,0,1,0,0,0,0,-37.4337,-20,10
0.636,0.5,0,-0.328076,0,-0.328076,0.0992329,0.0806274,-0.86933,0.0617867,0.0617867,0.0188406,-0.0253744,0.410154,-0.00776711,0.00489619,0,0,-0.18225,-0.373879,0,1,0,1,0,0,0,0,-38.2018,-20,10
0.641,0.5,0,-0.329778,0,-0.329778,0.0730477,0.0745367,-0.755012,0.0617867,0.0617867,0.0127499,-0.0253744,0.410154,-0.00525388,0.0047952,0,0,-0.183718,-0.369432,0,1,0,1,0,0,0,0,-34.8133,-20,10
0.645,0.5,0,-0.332494,0,-0.332494,0.0383926,0.0745367,-0.755012,0.0617867,0.0617867,0.0127499,-0.0253744,0.410154,-0.00525388,0.00471513,0,0,-0.184903,-0.366182,0,1,0,1,0,0,0,0,-36.4561,-20,10
0.65,0.5,0,-0.332494,0,-0.332494,0.0383926,0.0760194,-0.519089,0.0617867,0.0617867,0.0142327,-0.0253744,0.410154,-0.00586549,0.00460985,0,0,-0.186372,-0.362157,0,1,0,1,0,0,0,0,-24.0177,-20,10
0.655,0.5,0,-0.336144,0,-0.336144,-0.00360866,0.0760194,-0.519089,0.0617867,0.0617867,0.0142327,-0.0253744,0.410154,-0.00586549,0.00450562,0,0,-0.187862,-0.358589,0,1,0,1,0,0,0,0,-26.011,-20,10
0.66,0.5,0,-0.340726,0,-0.340726,-0.0525437,0.0760194,-0.519089,0.0617867,0.0617867,0.0142327,-0.0253744,0.410154,-0.00586549,0.00440242,0,0,-0.189383,-0.355544,0,1,0,1,0,0,0,0,-28.3353,-20,10
0.665,0.5,0,-0.346151,0,-0.346151,-0.108157,0.0848239,-0.193746,0.0617867,0.0617867,0.0230372,-0.0253744,0.410154,-0.00950018,0.00426409,0,0,-0.190943,-0.353082,0,1,0,1,0,0,0,0,-12.4362,-12.4362,6.21812
0.67,0.5,0,-0.35244,0,-0.35244,-0.169016,0.0848239,-0.193746,0.0617867,0.0617867,0.0230372,-0.0253744,0.410154,-0.00950018,0.00412713,0,0,-0.19255,-0.351251,0,1,0,1,0,0,0,0,-15.3306,-15.3306,7.66532
0.675,0.5,0,-0.359013,0,-0.359013,-0.225589,0.100446,0.191854,0.0617867,0.0617867,0.0386588,-0.0253744,0.410154,-0.0159629,0.00392723,0,0,-0.194206,-0.35,0,1,0,1,0,0,0,0,5.01655,5.01655,-2.50827
0.68,0.5,0,-0.365826,0,-0.365826,-0.284462,0.100446,0.191854,0.0617867,0.0617867,0.0386588,-0.0253744,0.410154,-0.0159629,0.00372932,0,0,-0.195914,-0.349348,0,1,0,1,0,0,0,0,2.21213,2.21213,-1.10607
0.684,0.5,0,-0.37185,0,-0.37185,-0.3275,0.121031,0.551612,0.0617867,0.0617867,0.0592442,-0.0253744,0.410154,-0.0245108,0.0035043,0,0,-0.197316,-0.349174,0,1,0,1,0,0,0,0,22.8888,20,-10
0.689,0.5,0,-0.377405,0,-0.377405,-0.365288,0.121031,0.551612,0.0617867,0.0617867,0.0592442,-0.0253744,0.410154,-0.0245108,0.00322555,0,0,-0.199107,-0.349334,0,1,0,1,0,0,0,0,21.0815,20,-10
0.694,0.5,0,-0.38166,0,-0.38166,-0.383764,0.140206,0.761411,0.0617867,0.0617867,0.0784193,-0.0253744,0.410154,-0.0325115,0.00286996,0,0,-0.200924,-0.349677,0,1,0,1,0,0,0,0,34.9193,20,-10
0.699,0.5,0,-0.384449,0,-0.384449,-0.386776,0.140206,0.761411,0.0617867,0.0617867,0.0784193,-0.0253744,0.410154,-0.0325115,0.00251791,0,0,-0.20275,-0.350046,0,1,0,1,0,0,0,0,34.7608,20,-10
0.704,0.5,0,-0.385878,0,-0.385878,-0.376658,0.152792,0.793964,0.0617867,0.0617867,0.0910053,-0.0253744,0.410154,-0.0377862,0.00211688,0,0,-0.204572,-0.350311,0,1,0,1,0,0,0,0,39.4876,20,-10
0.709,0.5,0,-0.386093,0,-0.386093,-0.35544,0.152792,0.793964,0.0617867,0.0617867,0.0910053,-0.0253744,0.410154,-0.0377862,0.00171983,0,0,-0.206378,-0.350362,0,1,0,1,0,0,0,0,40.4819,20,-10
0.714,0.5,0,-0.385225,0,-0.385225,-0.324921,0.158143,0.683197,0.0617867,0.0617867,0.0963568,-0.0253744,0.410154,-0.040035,0.00130437,0,0,-0.208158,-0.350109,0,1,0,1,0,0,0,0,37.3223,20,-10
0.719,0.5,0,-0.383373,0,-0.383373,-0.286402,0.158143,0.683197,0.0617867,0.0617867,0.0963568,-0.0253744,0.410154,-0.040035,0.000893032,0,0,-0.209901,-0.349475,0,1,0,1,0,0,0,0,39.1411,20,-10
0.724,0.5,0,-0.380609,0,-0.380609,-0.240927,0.156328,0.458263,0.0617867,0.0617867,0.094541,-0.0253744,0.410154,-0.0392716,0.000493387,0,0,-0.2116,-0.348395,0,1,0,1,0,0,0,0,29.3503,20,-10
0.728,0.5,0,-0.376985,0,-0.376985,-0.189315,0.156328,0.458263,0.0617867,0.0617867,0.094541,-0.0253744,0.410154,-0.0392716,0.000176537,0,0,-0.212918,-0.347127,0,1,0,1,0,0,0,0,31.7943,20,-10
0.733,0.5,0,-0.372508,0,-0.372508,-0.131508,0.14752,0.146829,0.0617867,0.0617867,0.0857336,-0.0253744,0.410154,-0.0355745,-0.000179192,0,0,-0.214506,-0.344982,0,1,0,1,0,0,0,0,16.7071,16.7071,-8.35354
0.738,0.5,0,-0.367105,0,-0.367105,-0.0663315,0.14752,0.146829,0.0617867,0.0617867,0.0857336,-0.0253744,0.410154,-0.0355745,-0.000531381,0,0,-0.216024,-0.342209,0,1,0,1,0,0,0,0,19.7986,19.7986,-9.89929
0.743,0.5,0,-0.360969,0,-0.360969,0.000767223,0.132468,-0.213249,0.0617867,0.0617867,0.0706816,-0.0253744,0.410154,-0.0292781,-0.000817416,0,0,-0.217466,-0.338797,0,1,0,1,0,0,0,0,1.37233,1.37233,-0.686163
0.748,0.5,0,-0.353964,0,-0.353964,0.0731637,0.132468,-0.213249,0.0617867,0.0617867,0.0706816,-0.0253744,0.410154,-0.0292781,-0.00110061,0,0,-0.218824,-0.334698,0,1,0,1,0,0,0,0,4.81248,4.81248,-2.40624
0.753,0.5,0,-0.347693,0,-0.347693,0.126484,0.112101,-0.598152,0.0617867,0.0617867,0.050314,-0.0253744,0.410154,-0.0207978,-0.0012966,0,0,-0.220107,-0.330109,0,1,0,1,0,0,0,0,-16.6287,-16.6287,8.31435
0.758,0.5,0,-0.341948,0,-0.341948,0.177747,0.112101,-0.598152,0.0617867,0.0617867,0.050314,-0.0253744,0.410154,-0.0207978,-0.00149064,0,0,-0.221319,-0.325055,0,1,0,1,0,0,0,0,-14.1879,-14.1879,7.09397
0.763,0.5,0,-0.337057,0,-0.337057,0.2117,0.0905644,-0.851537,0.0617867,0.0617867,0.0287777,-0.0253744,0.410154,-0.0118729,-0.00159394,0,0,-0.222471,-0.319715,0,1,0,1,0,0,0,0,-30.0225,-20,10
0.768,0.5,0,-0.333406,0,-0.333406,0.234052,0.0905644,-0.851537,0.0617867,0.0617867,0.0287777,-0.0253744,0.410154,-0.0118729,-0.00169622,0,0,-0.223574,-0.314205,0,1,0,1,0,0,0,0,-28.9513,-20,10
0.773,0.5,0,-0.331125,0,-0.331125,0.239229,0.0748154,-0.928118,0.0617867,0.0617867,0.0130287,-0.0253744,0.410154,-0.00536887,-0.00172548,0,0,-0.224431,-0.309795,0,1,0,1,0,0,0,0,-35.8696,-20,10
0.777,0.5,0,-0.330302,0,-0.330302,0.230232,0.0748154,-0.928118,0.0617867,0.0617867,0.0130287,-0.0253744,0.410154,-0.00536887,-0.00176173,0,0,-0.225485,-0.304421,0,1,0,1,0,0,0,0,-36.2866,-20,10
0.782,0.5,0,-0.33078,0,-0.33078,0.209431,0.0662959,-0.84941,0.0617867,0.0617867,0.0045092,-0.0253744,0.410154,-0.00185708,-0.00176268,0,0,-0.226533,-0.299309,0,1,0,1,0,0,0,0,-34.9686,-20,10
0.787,0.5,0,-0.332355,0,-0.332355,0.179035,0.0662959,-0.84941,0.0617867,0.0617867,0.0045092,-0.0253744,0.410154,-0.00185708,-0.00176362,0,0,-0.227585,-0.294549,0,1,0,1,0,0,0,0,-36.4045,-20,10
0.792,0.5,0,-0.33494,0,-0.33494,0.140388,0.0653365,-0.641495,0.0617867,0.0617867,0.00354973,-0.0253744,0.410154,-0.00146184,-0.00176062,0,0,-0.228654,-0.290221,0,1,0,1,0,0,0,0,-27.7378,-20,10
0.797,0.5,0,-0.338461,0,-0.338461,0.0945437,0.0653365,-0.641495,0.0617867,0.0617867,0.00354973,-0.0253744,0.410154,-0.00146184,-0.00175765,0,0,-0.229746,-0.286393,0,1,0,1,0,0,0,0,-29.9106,-20,10
0.802,0.5,0,-0.342886,0,-0.342886,0.0413919,0.0718725,-0.33526,0.0617867,0.0617867,0.0100858,-0.0253744,0.410154,-0.00415529,-0.0017815,0,0,-0.230872,-0.283131,0,1,0,1,0,0,0,0,-15.3388,-15.3388,7.66941
0.807,0.5,0,-0.348216,0,-0.348216,-0.0174924,0.0718725,-0.33526,0.0617867,0.0617867,0.0100858,-0.0253744,0.410154,-0.00415529,-0.00180512,0,0,-0.23204,-0.280488,0,1,0,1,0,0,0,0,-18.1346,-18.1346,9.06732
0.812,0.5,0,-0.35407,0,-0.35407,-0.0767856,0.0854026,0.0384728,0.0617867,0.0617867,0.0236158,-0.0253744,0.410154,-0.00973925,-0.00188407,0,0,-0.233254,-0.278461,0,1,0,1,0,0,0,0,1.04912,1.04912,-0.524559
0.817,0.5,0,-0.360486,0,-0.360486,-0.140678,0.0854026,0.0384728,0.0617867,0.0617867,0.0236158,-0.0253744,0.410154,-0.00973925,-0.00196223,0,0,-0.23452,-0.27709,0,1,0,1,0,0,0,0,-1.98839,-1.98839,0.994195
0.822,0.5,0,-0.366255,0,-0.366255,-0.187053,0.104726,0.424621,0.0617867,0.0617867,0.0429389,-0.0253744,0.410154,-0.017737,-0.00211919,0,0,-0.235831,-0.276194,0,1,0,1,0,0,0,0,19.6312,19.6312,-9.81559
0.826,0.5,0,-0.371589,0,-0.371589,-0.23096,0.104726,0.424621,0.0617867,0.0617867,0.0429389,-0.0253744,0.410154,-0.017737,-0.00224363,0,0,-0.236912,-0.275834,0,1,0,1,0,0,0,0,17.5381,17.5381,-8.76904
