timestamp,com_height,hip_angle_rad,knee_angle_rad,hip_torque,knee_torque,hip_effort,knee_effort
0.360073,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.360083,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.36508,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.365089,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.370028,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.370039,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.375168,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.375182,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.380015,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.380022,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.385072,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.385079,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.390055,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.390062,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.395067,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.395074,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.400069,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.400076,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.405077,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.405086,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.410063,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.410069,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.415066,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.415073,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.420068,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.420075,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.425102,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.425108,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.43008,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.430091,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.435068,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.435076,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.440073,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.44008,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.445076,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.445086,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.450066,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.450072,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.455103,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.45511,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
0.460079,0.5,0.250634,-0.366939,2.17894,-3.33485,0,0
